2017-2018-aafc-aac-017,2017-2018-aafc-aac-017,aafc-aac - Market Access Single Window - Market Access Services,aafc-aac - 17,aafc-aac - Guichet unique pour l'accès aux marchés - Services d'accès aux marchés
,2016-2017-aafc-aac-18,aafc-aac - Market Access Single Window - Canada Brand and Market Development,aafc-aac - 18,aafc-aac - Guichet unique pour l'accès aux marchés - Marque Canada
2017-2018-aafc-aac-018,2017-2018-aafc-aac-018,aafc-aac - Market Access Single Window - Canada Brand and Market Development,aafc-aac - 18,aafc-aac - Guichet unique pour l'accès aux marchés - Marque Canada
,2016-2017-aafc-aac-19,aafc-aac - Saint-Hyacinthe Research and Development Centre's Industrial Program,aafc-aac - 19,aafc-aac - Programme industriel du Centre de recherche et de développement de Saint-Hyacinthe
2017-2018-aafc-aac-019,2017-2018-aafc-aac-019,aafc-aac - Saint-Hyacinthe Research and Development Centre's Industrial Program,aafc-aac - 19,aafc-aac - Programme industriel du Centre de recherche et de développement de Saint-Hyacinthe
,2016-2017-aafc-aac-20,aafc-aac - Office of Intellectual Property and Commercialization (OIPC),aafc-aac - 20,aafc-aac - Bureau de la propriété intellectuelle et de la commercialisation (BPIC)
2017-2018-aafc-aac-020,2017-2018-aafc-aac-020,aafc-aac - Office of Intellectual Property and Commercialization (OIPC),aafc-aac - 20,aafc-aac - Bureau de la propriété intellectuelle et de la commercialisation (BPIC)
,2016-2017-aafc-aac-21,aafc-aac - Drought Watch,aafc-aac - 21,aafc-aac - Guetter la sécheresse
2017-2018-aafc-aac-021,2017-2018-aafc-aac-021,aafc-aac - Drought Watch,aafc-aac - 21,aafc-aac - Guetter la sécheresse
,2016-2017-aafc-aac-22,"aafc-aac - Canadian Soil Information Service
 (CanSIS)",aafc-aac - 22,aafc-aac - Système d’information sur les sols du Canada (SISCan)
2017-2018-aafc-aac-022,2017-2018-aafc-aac-022,"aafc-aac - Canadian Soil Information Service
 (CanSIS)",aafc-aac - 22,aafc-aac - Système d’information sur les sols du Canada (SISCan)
,2016-2017-aafc-aac-23,aafc-aac - Geospatial Products,aafc-aac - 23,aafc-aac - Produits géospatiaux
2017-2018-aafc-aac-023,2017-2018-aafc-aac-023,aafc-aac - Geospatial Products,aafc-aac - 23,aafc-aac - Produits géospatiaux
,2016-2017-aafc-aac-24,aafc-aac - ATIP Services,aafc-aac - 24,aafc-aac - Services de l'AIPRP
2017-2018-aafc-aac-024,2017-2018-aafc-aac-024,aafc-aac - ATIP Services,aafc-aac - 24,aafc-aac - Services de l'AIPRP
,2016-2017-aafc-aac-25,"aafc-aac - Churchill Port Utilisation Program PORT CLOSED MARCH 31, 2017",aafc-aac - 25,aafc-aac - Programme d'utilisation du port de Churchill - FERMETURE DU PORT LE 31 MARS 2017
2017-2018-aafc-aac-015,2017-2018-aafc-aac-015,aafc-aac - Market Access Single Window - Canada Pavillion Program,aafc-aac - 915,aafc-aac - Guichet unique pour l'accès aux marchés - Programme du pavillon du Canada
2017-2018-aafc-aac-026,2017-2018-aafc-aac-026,aafc-aac - Dairy Processing Investment Fund,aafc-aac - 926,aafc-aac - Fonds d'investissement dans la transformation des produits laitiers
2017-2018-aafc-aac-027,2017-2018-aafc-aac-027,aafc-aac - Dairy Farm Investment Program  Producers,aafc-aac - 927,aafc-aac - Programme d'investissement pour fermes laitières
,2016-2017-cbsa-asfc-1,cbsa-asfc - Carrier Code Application,cbsa-asfc - 01,cbsa-asfc - Demande de code de transporteur
2017-2018-cbsa-asfc-001,2017-2018-cbsa-asfc-001,cbsa-asfc - Carrier Code Application,cbsa-asfc - 01,cbsa-asfc - Demande de code de transporteur
,2016-2017-cbsa-asfc-2,cbsa-asfc - Electronic Data Interchange (EDI) – Application and Testing Process,cbsa-asfc - 02,cbsa-asfc - Échange de données informatisé (EDI) – Processus de demande et d’essai
2017-2018-cbsa-asfc-002,2017-2018-cbsa-asfc-002,cbsa-asfc - Electronic Data Interchange (EDI) – Application and Testing Process,cbsa-asfc - 02,cbsa-asfc - Échange de données informatisé (EDI) – Processus de demande et d’essai
,2016-2017-cbsa-asfc-3,cbsa-asfc - Courier Low Value Shipments (CLVS) Program Application,cbsa-asfc - 03,cbsa-asfc - Demande de programme des messageries d'expéditions de faible valeur (EFV)
,2017-2018-cbsa-asfc-003,cbsa-asfc - Courier Low Value Shipments (CLVS) Program Application,cbsa-asfc - 03,cbsa-asfc - Demande de programme des messageries d'expéditions de faible valeur (EFV)
,2016-2017-cbsa-asfc-4,cbsa-asfc - Trusted Trader Application- Partners in Protection (PIP),cbsa-asfc - 04,cbsa-asfc - Demande de négociant digne de confiance - Partenaires en protection (PEP)
,2017-2018-cbsa-asfc-004,cbsa-asfc - Trusted Trader Application- Partners in Protection (PIP),cbsa-asfc - 04,cbsa-asfc - Demande de négociant digne de confiance - Partenaires en protection (PEP)
,2016-2017-cbsa-asfc-5,cbsa-asfc - Trusted Trader Application- Customs Self-Assessment (CSA),cbsa-asfc - 05,cbsa-asfc - Demande de négociant digne de confiance - Programme d'autocotisation des douanes (PAD)
,2017-2018-cbsa-asfc-005,cbsa-asfc - Trusted Trader Application- Customs Self-Assessment (CSA),cbsa-asfc - 05,cbsa-asfc - Demande de négociant digne de confiance - Programme d'autocotisation des douanes (PAD)
,2016-2017-cbsa-asfc-6,cbsa-asfc - Customs Bonded Warehouse Licence Application,cbsa-asfc - 06,cbsa-asfc - Agrément d'entrepot de stockage des douanes
2017-2018-cbsa-asfc-006,2017-2018-cbsa-asfc-006,cbsa-asfc - Customs Bonded Warehouse Licence Application,cbsa-asfc - 06,cbsa-asfc - Agrément d'entrepot de stockage des douanes
,2016-2017-cbsa-asfc-7,cbsa-asfc - Customs Sufferance Warehouse Licence Application,cbsa-asfc - 07,cbsa-asfc - Agrément d'entrepôt d'attente des douanes
2017-2018-cbsa-asfc-007,2017-2018-cbsa-asfc-007,cbsa-asfc - Customs Sufferance Warehouse Licence Application,cbsa-asfc - 07,cbsa-asfc - Agrément d'entrepôt d'attente des douanes
,2016-2017-cbsa-asfc-8,cbsa-asfc - Customs Broker Licencing and Examination Fee,cbsa-asfc - 08,cbsa-asfc - Agrément des courtiers en douane et frais d'examen
2017-2018-cbsa-asfc-008,2017-2018-cbsa-asfc-008,cbsa-asfc - Customs Broker Licencing and Examination Fee,cbsa-asfc - 08,cbsa-asfc - Agrément des courtiers en douane et frais d'examen
,2016-2017-cbsa-asfc-9,cbsa-asfc - Release Prior to Payment Privilege,cbsa-asfc - 09,cbsa-asfc - Privilège de la mainlevée avant le paiement
2017-2018-cbsa-asfc-009,2017-2018-cbsa-asfc-009,cbsa-asfc - Release Prior to Payment Privilege,cbsa-asfc - 09,cbsa-asfc - Privilège de la mainlevée avant le paiement
,2016-2017-cbsa-asfc-10,cbsa-asfc - Duties Relief Program Application,cbsa-asfc - 10,cbsa-asfc - Exonération des droits
2017-2018-cbsa-asfc-010,2017-2018-cbsa-asfc-010,cbsa-asfc - Duties Relief Program Application,cbsa-asfc - 10,cbsa-asfc - Exonération des droits
,2016-2017-cbsa-asfc-11,cbsa-asfc - Duty Free Shop Licence Application,cbsa-asfc - 11,"cbsa-asfc - Demandes d""agrément de boutique hors taxes"
2017-2018-cbsa-asfc-011,2017-2018-cbsa-asfc-011,cbsa-asfc - Duty Free Shop Licence Application,cbsa-asfc - 11,"cbsa-asfc - Demandes d""agrément de boutique hors taxes"
,2016-2017-cbsa-asfc-12,cbsa-asfc - Coasting Trade Licence (CTL) Application,cbsa-asfc - 12,cbsa-asfc - Demande de licence de cabotage
2017-2018-cbsa-asfc-012,2017-2018-cbsa-asfc-012,cbsa-asfc - Coasting Trade Licence (CTL) Application,cbsa-asfc - 12,cbsa-asfc - Demande de licence de cabotage
,2016-2017-cbsa-asfc-13,cbsa-asfc - Cultural Property Export Permits,cbsa-asfc - 13,cbsa-asfc - Biens culturels - Délvrance des licences d'exportation
2017-2018-cbsa-asfc-013,2017-2018-cbsa-asfc-013,cbsa-asfc - Cultural Property Export Permits,cbsa-asfc - 13,cbsa-asfc - Biens culturels - Délvrance des licences d'exportation
,2016-2017-cbsa-asfc-14,cbsa-asfc - Request for Assistance Application for Intellectual Property Rights (IPR),cbsa-asfc - 14,cbsa-asfc - Demande d'aide de droits de propriété intellectuelle
,2017-2018-cbsa-asfc-014,cbsa-asfc - Request for Assistance Application for Intellectual Property Rights (IPR),cbsa-asfc - 14,cbsa-asfc - Demande d'aide de droits de propriété intellectuelle
,2016-2017-cbsa-asfc-15,"cbsa-asfc - Commercial Processing (highway, air, rail, marine, postal and courier). Release on Minimum Documentation (RMD) - Electronic Data Interchange (EDI).",cbsa-asfc - 15,"cbsa-asfc - Traitement commercial (routier, aérien, ferrovaire,maritime, postaux et messageries).  Mainlevée contre documentation minimale (MDM) - Échange de données informatisé (EDI)."
2017-2018-cbsa-asfc-015,2017-2018-cbsa-asfc-015,"cbsa-asfc - Commercial Processing (highway, air, rail, marine, postal and courier). Release on Minimum Documentation (RMD) - Electronic Data Interchange (EDI).",cbsa-asfc - 15,"cbsa-asfc - Traitement commercial (routier, aérien, ferrovaire,maritime, postaux et messageries).  Mainlevée contre documentation minimale (MDM) - Échange de données informatisé (EDI)."
,2016-2017-cbsa-asfc-16,cbsa-asfc - Processing Vehicle Import Forms 1 and 3,cbsa-asfc - 16,cbsa-asfc - Traitment des formulaires d'importation de véhicles 1 et 3
,2017-2018-cbsa-asfc-016,cbsa-asfc - Processing Vehicle Import Forms 1 and 3,cbsa-asfc - 16,cbsa-asfc - Traitment des formulaires d'importation de véhicles 1 et 3
,2016-2017-cbsa-asfc-17,cbsa-asfc - Casual Refunds,cbsa-asfc - 17,cbsa-asfc - Remboursement pour les importations occasionnelles
2017-2018-cbsa-asfc-017,2017-2018-cbsa-asfc-017,cbsa-asfc - Casual Refunds,cbsa-asfc - 17,cbsa-asfc - Remboursement pour les importations occasionnelles
,2016-2017-cbsa-asfc-18,cbsa-asfc - B2 Commercial Adjustments,cbsa-asfc - 18,cbsa-asfc - Rajustements du secteur commercial (B2)
2017-2018-cbsa-asfc-018,2017-2018-cbsa-asfc-018,cbsa-asfc - B2 Commercial Adjustments,cbsa-asfc - 18,cbsa-asfc - Rajustements du secteur commercial (B2)
,2016-2017-cbsa-asfc-19,cbsa-asfc - Advance Rulings and National Customs Rulings,cbsa-asfc - 19,cbsa-asfc - Décisions anticipées concernant le classement tarifaire et l'origine (accords de libre-échange) et décisions nationales des douanes (DND)
2017-2018-cbsa-asfc-019,2017-2018-cbsa-asfc-019,cbsa-asfc - Advance Rulings and National Customs Rulings,cbsa-asfc - 19,cbsa-asfc - Décisions anticipées concernant le classement tarifaire et l'origine (accords de libre-échange) et décisions nationales des douanes (DND)
,2016-2017-cbsa-asfc-20,cbsa-asfc - Drawback Claims,cbsa-asfc - 20,cbsa-asfc - Demandes de drawback
2017-2018-cbsa-asfc-020,2017-2018-cbsa-asfc-020,cbsa-asfc - Drawback Claims,cbsa-asfc - 20,cbsa-asfc - Demandes de drawback
,2016-2017-cbsa-asfc-21,cbsa-asfc - NEXUS Program Application,cbsa-asfc - 21,cbsa-asfc - Traitement des demandes de participation au programme NEXUS
2017-2018-cbsa-asfc-021,2017-2018-cbsa-asfc-021,cbsa-asfc - NEXUS Program Application,cbsa-asfc - 21,cbsa-asfc - Traitement des demandes de participation au programme NEXUS
,2016-2017-cbsa-asfc-22,cbsa-asfc - CANPASS Suite of Programs Application,cbsa-asfc - 22,cbsa-asfc - Traitement des demandes de participation à la suite de programmes CANPASS
2017-2018-cbsa-asfc-022,2017-2018-cbsa-asfc-022,cbsa-asfc - CANPASS Suite of Programs Application,cbsa-asfc - 22,cbsa-asfc - Traitement des demandes de participation à la suite de programmes CANPASS
,2016-2017-cbsa-asfc-23,cbsa-asfc - Remote Area Border Crossing (RABC) Permit Application,cbsa-asfc - 23,cbsa-asfc - Permis de Passage à la frontiète dans les régions éloignées (PFRE)
,2017-2018-cbsa-asfc-023,cbsa-asfc - Remote Area Border Crossing (RABC) Permit Application,cbsa-asfc - 23,cbsa-asfc - Permis de Passage à la frontiète dans les régions éloignées (PFRE)
,2016-2017-cbsa-asfc-24,cbsa-asfc - Free and Secure Trade Program (FAST) Driver Application,cbsa-asfc - 24,cbsa-asfc - Traitement des demandes de participation au programme Expéditions rapides et sécuritaires (EXPRES)
2017-2018-cbsa-asfc-024,2017-2018-cbsa-asfc-024,cbsa-asfc - Free and Secure Trade Program (FAST) Driver Application,cbsa-asfc - 24,cbsa-asfc - Traitement des demandes de participation au programme Expéditions rapides et sécuritaires (EXPRES)
,2016-2017-cbsa-asfc-25,cbsa-asfc - Commercial Driver Registration Program (CDRP) Application,cbsa-asfc - 25,cbsa-asfc - Traitement des demandes du Programme d'inscription des chauffeurs du secteur commercial (PICSC)
2017-2018-cbsa-asfc-025,2017-2018-cbsa-asfc-025,cbsa-asfc - Commercial Driver Registration Program (CDRP) Application,cbsa-asfc - 25,cbsa-asfc - Traitement des demandes du Programme d'inscription des chauffeurs du secteur commercial (PICSC)
,2016-2017-cbsa-asfc-26,cbsa-asfc - Highway Traveller Processing,cbsa-asfc - 26,cbsa-asfc - Traitement primaire des voyageurs - mode routier
2017-2018-cbsa-asfc-026,2017-2018-cbsa-asfc-026,cbsa-asfc - Highway Traveller Processing,cbsa-asfc - 26,cbsa-asfc - Traitement primaire des voyageurs - mode routier
,2016-2017-cbsa-asfc-27,cbsa-asfc - Air Traveller Processing,cbsa-asfc - 27,cbsa-asfc - Traitement primaire des voyageurs - mode aérien
,2017-2018-cbsa-asfc-027,cbsa-asfc - Air Traveller Processing,cbsa-asfc - 27,cbsa-asfc - Traitement primaire des voyageurs - mode aérien
,2016-2017-cbsa-asfc-28,cbsa-asfc - Rail Traveller Processing,cbsa-asfc - 28,cbsa-asfc - Traitement primaire des voyageurs - mode ferroviaire
,2017-2018-cbsa-asfc-028,cbsa-asfc - Rail Traveller Processing,cbsa-asfc - 28,cbsa-asfc - Traitement primaire des voyageurs - mode ferroviaire
,2016-2017-cbsa-asfc-29,cbsa-asfc - Marine Traveller Processing,cbsa-asfc - 29,cbsa-asfc - Traitement primaire des voyageurs - mode maritime
,2017-2018-cbsa-asfc-029,cbsa-asfc - Marine Traveller Processing,cbsa-asfc - 29,cbsa-asfc - Traitement primaire des voyageurs - mode maritime
,2016-2017-cbsa-asfc-30,cbsa-asfc - Immigration Secondary (Temporary Resident Program) - Visitor,cbsa-asfc - 30,cbsa-asfc - Immigration secondarie (Programme des résidents temporaires) Visiteur
,2017-2018-cbsa-asfc-030,cbsa-asfc - Immigration Secondary (Temporary Resident Program) - Visitor,cbsa-asfc - 30,cbsa-asfc - Immigration secondarie (Programme des résidents temporaires) Visiteur
,2016-2017-cbsa-asfc-31,cbsa-asfc - Immigration Secondary (Temporary Resident Program) - Work Permit,cbsa-asfc - 31,cbsa-asfc - Immigration secondaire (Programme des résidents temporaires) Permis de travail
,2017-2018-cbsa-asfc-031,cbsa-asfc - Immigration Secondary (Temporary Resident Program) - Work Permit,cbsa-asfc - 31,cbsa-asfc - Immigration secondaire (Programme des résidents temporaires) Permis de travail
,2016-2017-cbsa-asfc-32,cbsa-asfc - Immigration Secondary (Temporary Resident Program) - Study Permit,cbsa-asfc - 32,cbsa-asfc - Immigration secondaire (Programme des résidents temporaires) Permis d'études
,2017-2018-cbsa-asfc-032,cbsa-asfc - Immigration Secondary (Temporary Resident Program) - Study Permit,cbsa-asfc - 32,cbsa-asfc - Immigration secondaire (Programme des résidents temporaires) Permis d'études
,2016-2017-cbsa-asfc-33,cbsa-asfc - Immigration Secondary (Temporary Resident Program) Temporary Resident Permit,cbsa-asfc - 33,cbsa-asfc - Immigration secondaire (Programme des résidents temporaires) Visa de résident temporaire
,2017-2018-cbsa-asfc-033,cbsa-asfc - Immigration Secondary (Temporary Resident Program) Temporary Resident Permit,cbsa-asfc - 33,cbsa-asfc - Immigration secondaire (Programme des résidents temporaires) Visa de résident temporaire
,2016-2017-cbsa-asfc-34,cbsa-asfc - Immigration Secondary - Criminal Rehabilitation,cbsa-asfc - 34,cbsa-asfc - Immigration secondaire - Réhabilitation criminelle
,2017-2018-cbsa-asfc-034,cbsa-asfc - Immigration Secondary - Criminal Rehabilitation,cbsa-asfc - 34,cbsa-asfc - Immigration secondaire - Réhabilitation criminelle
,2016-2017-cbsa-asfc-35,cbsa-asfc - Refugee Claims,cbsa-asfc - 35,cbsa-asfc - Réclamations des réfugiés
,2017-2018-cbsa-asfc-035,cbsa-asfc - Refugee Claims,cbsa-asfc - 35,cbsa-asfc - Réclamations des réfugiés
,2016-2017-cbsa-asfc-36,cbsa-asfc - Border Information Service (BIS),cbsa-asfc - 36,cbsa-asfc - Service d'information sur la frontière (SIF)
2017-2018-cbsa-asfc-036,2017-2018-cbsa-asfc-036,cbsa-asfc - Border Information Service (BIS),cbsa-asfc - 36,cbsa-asfc - Service d'information sur la frontière (SIF)
,2016-2017-cbsa-asfc-37,cbsa-asfc - Customs Special Services,cbsa-asfc - 37,cbsa-asfc - Services spéciaux des douanes
2017-2018-cbsa-asfc-037,2017-2018-cbsa-asfc-037,cbsa-asfc - Customs Special Services,cbsa-asfc - 37,cbsa-asfc - Services spéciaux des douanes
,2016-2017-cbsa-asfc-38,cbsa-asfc - Core Service Requests (CSR),cbsa-asfc - 38,cbsa-asfc - Demande de presentation de services essentials
,2017-2018-cbsa-asfc-038,cbsa-asfc - Core Service Requests (CSR),cbsa-asfc - 38,cbsa-asfc - Demande de presentation de services essentials
,2016-2017-cbsa-asfc-39,cbsa-asfc - International Events (IE) Facilitation,cbsa-asfc - 39,cbsa-asfc - Facilitation d'événements internationaux
2017-2018-cbsa-asfc-039,2017-2018-cbsa-asfc-039,cbsa-asfc - International Events (IE) Facilitation,cbsa-asfc - 39,cbsa-asfc - Facilitation d'événements internationaux
,2016-2017-cbsa-asfc-40,cbsa-asfc - International Event Recognition,cbsa-asfc - 40,cbsa-asfc - Reconnaissance des événements internationaux
2017-2018-cbsa-asfc-040,2017-2018-cbsa-asfc-040,cbsa-asfc - International Event Recognition,cbsa-asfc - 40,cbsa-asfc - Reconnaissance des événements internationaux
,2016-2017-cbsa-asfc-41,cbsa-asfc - Feedback Mechanism,cbsa-asfc - 41,cbsa-asfc - Mécanisme de rétroaction
2017-2018-cbsa-asfc-041,2017-2018-cbsa-asfc-041,cbsa-asfc - Feedback Mechanism,cbsa-asfc - 41,cbsa-asfc - Mécanisme de rétroaction
,2016-2017-cbsa-asfc-42,cbsa-asfc - Enforcement Appeals,cbsa-asfc - 42,cbsa-asfc - Appels des mesures d'exécution
2017-2018-cbsa-asfc-042,2017-2018-cbsa-asfc-042,cbsa-asfc - Enforcement Appeals,cbsa-asfc - 42,cbsa-asfc - Appels des mesures d'exécution
,2016-2017-cbsa-asfc-43,cbsa-asfc - Trade Appeals,cbsa-asfc - 43,cbsa-asfc - Appels des échanges commerciaux
2017-2018-cbsa-asfc-043,2017-2018-cbsa-asfc-043,cbsa-asfc - Trade Appeals,cbsa-asfc - 43,cbsa-asfc - Appels des échanges commerciaux
,2016-2017-cbsa-asfc-44,cbsa-asfc - Access to Information and Privacy,cbsa-asfc - 44,cbsa-asfc - Accès à l'information et protection des renseignements personnels
2017-2018-cbsa-asfc-044,2017-2018-cbsa-asfc-044,cbsa-asfc - Access to Information and Privacy,cbsa-asfc - 44,cbsa-asfc - Accès à l'information et protection des renseignements personnels
,2016-2017-cfia-acia-1,cfia-acia - Permission to operate (domestically),cfia-acia - 01,cfia-acia - Permission d'opérer (intérieur)
2017-2018-cfia-acia-1,2017-2018-cfia-acia--01,cfia-acia - Permission to operate (domestically),cfia-acia - 01,cfia-acia - Permission d'opérer (intérieur)
,2016-2017-cfia-acia-2,cfia-acia - Permission to import,cfia-acia - 02,cfia-acia - Permission d'importer
,2017-2018-cfia-acia--02,cfia-acia - Permission to import,cfia-acia - 02,cfia-acia - Permission d'importer
,2016-2017-cfia-acia-3,cfia-acia - Permission to export,cfia-acia - 03,cfia-acia - Permission d'exporter
,2017-2018-cfia-acia--03,cfia-acia - Permission to export,cfia-acia - 03,cfia-acia - Permission d'exporter
,2016-2017-cfia-acia-4,cfia-acia - Recall Notification- Food,cfia-acia - 04,cfia-acia - Avis de rappel - Aliments
2017-2018-cfia-acia-4,2017-2018-cfia-acia--04,cfia-acia - Recall Notification- Food,cfia-acia - 04,cfia-acia - Avis de rappel - Aliments
,2016-2017-cfia-acia-5,cfia-acia - Regulatory Complaints,cfia-acia - 05,cfia-acia - Plaintes règlementaires
,2017-2018-cfia-acia--05,cfia-acia - Regulatory Complaints,cfia-acia - 05,cfia-acia - Plaintes règlementaires
,2016-2017-cfia-acia-6,cfia-acia - Service Complaints,cfia-acia - 06,cfia-acia - Plaintes de services
,2017-2018-cfia-acia--06,cfia-acia - Service Complaints,cfia-acia - 06,cfia-acia - Plaintes de services
,2016-2017-cic-1,cic - Temporary Foreign Workers,cic - 01,cic - Travailleurs étrangers temporaires
2017-2018-cic-1,2017-2018-cic-1,cic - Temporary Foreign Workers,cic - 01,cic - Travailleurs étrangers temporaires
,2016-2017-cic-2,cic - Temporary Foreign Worker Program: (1) Work Permit Information Requests; and (2) Work Permit Revocations,cic - 02,cic - Programme des travailleurs étrangers temporaires : (1) Demandes d’information sur les permis de travail et (2) Révocations de permis de travail
,2017-2018-cic-78,cic - Temporary Foreign Worker Program: (1) Work Permit Information Requests; and (2) Work Permit Revocations,cic - 02,cic - Programme des travailleurs étrangers temporaires : (1) Demandes d’information sur les permis de travail et (2) Révocations de permis de travail
,2016-2017-cic-3,"cic - International Mobility Program: (1) Employer Inspections, (2) AMPs & Bans, (3) LMIA-Exempt Work Permit Revocations",cic - 03,"cic - Programme de mobilité internationale : (1) Inspections chez l’employeur, (2) Sanctions administratives pécuniaires et interdictions de voyage, (3) EIMT – exemptions des révocations de permis de travail"
,2017-2018-cic-2,"cic - International Mobility Program: (1) Employer Inspections, (2) AMPs & Bans, (3) LMIA-Exempt Work Permit Revocations",cic - 03,"cic - Programme de mobilité internationale : (1) Inspections chez l’employeur, (2) Sanctions administratives pécuniaires et interdictions de voyage, (3) EIMT – exemptions des révocations de permis de travail"
,2016-2017-cic-4,cic - International Mobility Program: Opinion and Enquires to Employers,cic - 04,cic - Programme de mobilité internationale : Opinion et demandes de renseignements aux employeurs
2017-2018-cic-3,2017-2018-cic-3,cic - International Mobility Program: Opinion and Enquires to Employers,cic - 04,cic - Programme de mobilité internationale : Opinion et demandes de renseignements aux employeurs
,2016-2017-cic-5,cic - Electronic Travel Authorization (eTA),cic - 05,cic - Autorisation de voyage électronique (AVE)
